hs_code,level,description,parent,chapter,section,section_name
721590,6,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215",7215,72,XV,Base metals and articles of base metal
721610,6,"Iron or non-alloy steel; U, I or H sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",7216,72,XV,Base metals and articles of base metal
721621,6,"Iron or non-alloy steel; L sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",7216,72,XV,Base metals and articles of base metal
721622,6,"Iron or non-alloy steel; T sections, hot-rolled, hot-drawn or extruded, of a height less than 80mm",7216,72,XV,Base metals and articles of base metal
721631,6,"Iron or non-alloy steel; U sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",7216,72,XV,Base metals and articles of base metal
721632,6,"Iron or non-alloy steel; I sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",7216,72,XV,Base metals and articles of base metal
721633,6,"Iron or non-alloy steel; H sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",7216,72,XV,Base metals and articles of base metal
721640,6,"Iron or non-alloy steel; L or T sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",7216,72,XV,Base metals and articles of base metal
721650,6,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded",7216,72,XV,Base metals and articles of base metal
721661,6,"Iron or non-alloy steel; angles, shapes and sections, cold-formed or cold-finished, obtained from flat-rolled products",7216,72,XV,Base metals and articles of base metal
721669,6,"Iron or non-alloy steel; angles, shapes and sections, cold-formed or cold-finished, (not obtained from flat-rolled products)",7216,72,XV,Base metals and articles of base metal
721691,6,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216, cold-formed or cold-finished, from flat-rolled products",7216,72,XV,Base metals and articles of base metal
721699,6,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216",7216,72,XV,Base metals and articles of base metal
721710,6,"Iron or non-alloy steel; wire, (not plated or coated), whether or not polished",7217,72,XV,Base metals and articles of base metal
721720,6,"Iron or non-alloy steel; wire, plated or coated with zinc",7217,72,XV,Base metals and articles of base metal
721730,6,"Iron or non-alloy steel; wire, plated or coated with base metals (other than zinc)",7217,72,XV,Base metals and articles of base metal
721790,6,"Iron or non-alloy steel; wire, n.e.c. in heading no. 7217",7217,72,XV,Base metals and articles of base metal
721810,6,"Steel, stainless; ingots and other primary forms",7218,72,XV,Base metals and articles of base metal
721891,6,"Steel, stainless; semi-finished products, of rectangular (other than square) cross-section",7218,72,XV,Base metals and articles of base metal
721899,6,"Steel, stainless; semi-finished products, other than of rectangular cross-section",7218,72,XV,Base metals and articles of base metal
721911,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",7219,72,XV,Base metals and articles of base metal
721912,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",7219,72,XV,Base metals and articles of base metal
721913,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",7219,72,XV,Base metals and articles of base metal
721914,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of less than 3mm",7219,72,XV,Base metals and articles of base metal
721921,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness exceeding 10mm",7219,72,XV,Base metals and articles of base metal
721922,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 4.75mm or more but not exceeding 10mm",7219,72,XV,Base metals and articles of base metal
721923,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 3mm or more but less than 4.75mm",7219,72,XV,Base metals and articles of base metal
721924,6,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of less than 3mm",7219,72,XV,Base metals and articles of base metal
721931,6,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled or cold-reduced, of a thickness of 4.75mm or more",7219,72,XV,Base metals and articles of base metal
721932,6,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more but less than 4.75mm",7219,72,XV,Base metals and articles of base metal
721933,6,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",7219,72,XV,Base metals and articles of base metal
721934,6,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",7219,72,XV,Base metals and articles of base metal
721935,6,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",7219,72,XV,Base metals and articles of base metal
721990,6,"Steel, stainless; flat-rolled, width 600mm or more, n.e.c. in heading no. 7219",7219,72,XV,Base metals and articles of base metal
722011,6,"Steel, stainless; flat-rolled, width less than 600mm, hot-rolled, of a thickness of 4.75mm or more",7220,72,XV,Base metals and articles of base metal
722012,6,"Steel, stainless; flat-rolled, width less than 600mm, hot-rolled, of a thickness of less than 4.75mm",7220,72,XV,Base metals and articles of base metal
722020,6,"Steel, stainless; flat-rolled, width less than 600mm, cold-rolled",7220,72,XV,Base metals and articles of base metal
722090,6,"Steel, stainless; flat-rolled, width less than 600mm, n.e.c. in heading no 7220",7220,72,XV,Base metals and articles of base metal
722100,6,"Steel, stainless; bars and rods, hot-rolled, in irregularly wound coils",7221,72,XV,Base metals and articles of base metal
722211,6,"Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section",7222,72,XV,Base metals and articles of base metal
722219,6,"Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",7222,72,XV,Base metals and articles of base metal
722220,6,"Steel, stainless; bars and rods, cold-formed or cold-finished",7222,72,XV,Base metals and articles of base metal
722230,6,"Steel, stainless; bars and rods, n.e.c. in heading no. 7222",7222,72,XV,Base metals and articles of base metal
722240,6,"Steel, stainless; angles, shapes and sections",7222,72,XV,Base metals and articles of base metal
722300,6,"Steel, stainless; wire",7223,72,XV,Base metals and articles of base metal
722410,6,"Steel, alloy; ingots and other primary forms",7224,72,XV,Base metals and articles of base metal
722490,6,"Steel, alloy; semi-finished products",7224,72,XV,Base metals and articles of base metal
722511,6,"Steel, alloy; flat-rolled, width 600mm or more, of silicon-electrical steel, grain-oriented",7225,72,XV,Base metals and articles of base metal
722519,6,"Steel, alloy; flat-rolled, width 600mm or more, of silicon-electrical steel, (other than grain-oriented)",7225,72,XV,Base metals and articles of base metal
722530,6,"Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, in coils",7225,72,XV,Base metals and articles of base metal
722540,6,"Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, not in coils",7225,72,XV,Base metals and articles of base metal
722550,6,"Steel, alloy; flat-rolled, width 600mm or more, cold-rolled",7225,72,XV,Base metals and articles of base metal
722591,6,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, electrolytically plated or coated with zinc",7225,72,XV,Base metals and articles of base metal
722592,6,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, plated or coated with zinc (other than electrolytically)",7225,72,XV,Base metals and articles of base metal
722599,6,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, (other than plated or coated with zinc)",7225,72,XV,Base metals and articles of base metal
722611,6,"Steel, alloy; flat-rolled, width less than 600mm, of silicon-electrical steel, grain-oriented",7226,72,XV,Base metals and articles of base metal
722619,6,"Steel, alloy; flat-rolled, width less than 600mm, of silicon-electrical steel, other than grain-oriented",7226,72,XV,Base metals and articles of base metal
722620,6,"Steel, alloy; flat-rolled, width less than 600mm, of high speed steel",7226,72,XV,Base metals and articles of base metal
722691,6,"Steel, alloy; flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), hot-rolled",7226,72,XV,Base metals and articles of base metal
722692,6,"Steel, alloy; flat-rolled, width less than 600mm, (excluding silicon-electrical or high speed steel), cold-rolled",7226,72,XV,Base metals and articles of base metal
722699,6,"Steel, alloy; flat-rolled, width less than 600mm, n.e.c. in item no. 7226.9",7226,72,XV,Base metals and articles of base metal
722710,6,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, of high speed steel",7227,72,XV,Base metals and articles of base metal
722720,6,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, of silico-manganese steel",7227,72,XV,Base metals and articles of base metal
722790,6,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227",7227,72,XV,Base metals and articles of base metal
722810,6,"Steel, alloy; bars and rods, of high speed steel",7228,72,XV,Base metals and articles of base metal
722820,6,"Steel, alloy; bars and rods, of silico-manganese steel",7228,72,XV,Base metals and articles of base metal
722830,6,"Steel, alloy; bars and rods, hot-rolled, hot-drawn or extruded",7228,72,XV,Base metals and articles of base metal
722840,6,"Steel, alloy; bars and rods, forged",7228,72,XV,Base metals and articles of base metal
722850,6,"Steel, alloy; bars and rods, cold-formed or cold-finished",7228,72,XV,Base metals and articles of base metal
722860,6,"Steel, alloy; bars and rods n.e.c. in heading no. 7228",7228,72,XV,Base metals and articles of base metal
722870,6,"Steel, alloy; angles, shapes and sections",7228,72,XV,Base metals and articles of base metal
722880,6,"Steel, alloy or non-alloy; hollow drill bars and rods",7228,72,XV,Base metals and articles of base metal
722920,6,"Steel, alloy; wire, of silico-manganese steel",7229,72,XV,Base metals and articles of base metal
722990,6,"Steel, alloy; wire, of materials other than silico-manganese steel",7229,72,XV,Base metals and articles of base metal
730110,6,"Iron or steel; sheet piling, whether or not drilled, punched or made from assembled elements",7301,73,XV,Base metals and articles of base metal
730120,6,"Iron or steel; angles, shapes and sections, welded",7301,73,XV,Base metals and articles of base metal
730210,6,"Iron or steel, railway or tramway track construction material; rails",7302,73,XV,Base metals and articles of base metal
730230,6,"Iron or steel, railway or tramway track construction material; switch blades, crossing frogs, point rods and other crossing pieces",7302,73,XV,Base metals and articles of base metal
730240,6,"Iron or steel, railway or tramway track construction material; fish-plates and sole plates",7302,73,XV,Base metals and articles of base metal
730290,6,"Iron or steel, railway or tramway track construction material; n.e.c. in heading no. 7302",7302,73,XV,Base metals and articles of base metal
730300,6,"Cast iron; tubes, pipes and hollow profiles",7303,73,XV,Base metals and articles of base metal
730411,6,"Iron or steel (excluding cast iron); seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel",7304,73,XV,Base metals and articles of base metal
730419,6,"Iron or steel (excluding cast iron or stainless steel); seamless, line pipe of a kind used for oil or gas pipelines",7304,73,XV,Base metals and articles of base metal
730422,6,"Steel, stainless; seamless, drill pipe, of a kind used in drilling for oil or gas",7304,73,XV,Base metals and articles of base metal
730423,6,"Iron or steel (excluding cast iron or stainless steel); seamless, drill pipe, of a kind used in drilling for oil or gas",7304,73,XV,Base metals and articles of base metal
730424,6,"Steel, stainless; seamless, casing and tubing, of a kind used in drilling for oil or gas",7304,73,XV,Base metals and articles of base metal
730429,6,"Iron or steel (excluding cast iron or stainless steel); seamless, casing and tubing, of a kind used in drilling for oil or gas",7304,73,XV,Base metals and articles of base metal
730431,6,"Iron or non-alloy steel (excluding cast iron); seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section",7304,73,XV,Base metals and articles of base metal
730439,6,"Iron or non-alloy steel (excluding cast iron); seamless, (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",7304,73,XV,Base metals and articles of base metal
730441,6,"Steel, stainless; cold-drawn or cold-rolled (cold-reduced), tubes and pipes of circular cross-section",7304,73,XV,Base metals and articles of base metal
730449,6,"Steel, stainless; (excluding cold-drawn or cold-rolled), tubes pipes and hollow profiles of circular cross-section",7304,73,XV,Base metals and articles of base metal
730451,6,"Steel, alloy (not stainless steel); seamless, cold-drawn or cold-rolled (cold-reduced), tubes, pipes and hollow profiles of circular cross-section",7304,73,XV,Base metals and articles of base metal
730459,6,"Steel, alloy (not stainless steel); (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",7304,73,XV,Base metals and articles of base metal
730490,6,"Iron or steel (excluding cast iron); seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",7304,73,XV,Base metals and articles of base metal
730511,6,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally submerged arc welded, having circular cross-sections, external diameter exceeds 406.4mm",7305,73,XV,Base metals and articles of base metal
730512,6,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally welded (not submerged arc welded), having circular cross-sections, external diameter exceeds 406.4mm",7305,73,XV,Base metals and articles of base metal
730519,6,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm",7305,73,XV,Base metals and articles of base metal
730520,6,"Iron or steel (excluding cast iron); casing of a kind used in drilling for oil or gas (not seamless), having circular cross-sections, external diameter exceeds 406.4mm",7305,73,XV,Base metals and articles of base metal
730531,6,"Iron or steel (excluding cast iron); tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), longitudinally welded, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",7305,73,XV,Base metals and articles of base metal
730539,6,"Iron or steel (excluding cast iron); tubes and pipes (other than line pipe or casing of a kind used for oil or gas pipelines), welded (not longitudinally welded), having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",7305,73,XV,Base metals and articles of base metal
730590,6,"Iron or steel (excluding cast iron); tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",7305,73,XV,Base metals and articles of base metal
730611,6,"Steel; stainless; line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)",7306,73,XV,Base metals and articles of base metal
730619,6,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (other than of stainless steel or seamless), n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730621,6,"Steel, stainless; casing and tubing of a kind used in drilling for oil and gas, n.e.c. in chapter 73, welded, (not seamless)",7306,73,XV,Base metals and articles of base metal
730629,6,"Iron or steel (excluding cast iron); casing and tubing of a kind used in drilling for oil and gas (other than stainless steel or seamless), n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730630,6,"Iron or non-alloy steel (excluding cast iron); tubes and pipes (not seamless), welded, of circular cross-section, n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730640,6,"Steel, stainless; tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730650,6,"Steel, alloy; tubes, pipes and hollow profiles (other than stainless steel or seamless), welded, of circular cross-section, n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730661,6,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730669,6,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73, welded, of non-circular cross-section (not square or rectangular cross-section)",7306,73,XV,Base metals and articles of base metal
730690,6,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",7306,73,XV,Base metals and articles of base metal
730711,6,"Cast iron; cast fittings, of non-malleable cast iron",7307,73,XV,Base metals and articles of base metal
730719,6,"Iron or steel; cast fittings, other than of non-malleable cast iron",7307,73,XV,Base metals and articles of base metal
730721,6,"Steel, stainless; tube or pipe fittings, flanges, of stainless steel",7307,73,XV,Base metals and articles of base metal
730722,6,"Steel, stainless; tube or pipe fittings, threaded elbows, bends and sleeves",7307,73,XV,Base metals and articles of base metal
730723,6,"Steel, stainless; tube or pipe fittings, butt welding fittings",7307,73,XV,Base metals and articles of base metal
730729,6,"Steel, stainless; tube or pipe fittings, n.e.c. in item no. 7307.2",7307,73,XV,Base metals and articles of base metal
730791,6,"Iron or steel; tube or pipe fittings, flanges, other than stainless steel",7307,73,XV,Base metals and articles of base metal
730792,6,"Iron or steel; tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",7307,73,XV,Base metals and articles of base metal
730793,6,"Iron or steel; tube or pipe fittings, butt welding fittings, other than stainless steel",7307,73,XV,Base metals and articles of base metal
730799,6,"Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",7307,73,XV,Base metals and articles of base metal
730810,6,"Iron or steel; structures and parts thereof, bridges and bridge-sections",7308,73,XV,Base metals and articles of base metal
730820,6,"Iron or steel; structures and parts thereof, towers and lattice masts",7308,73,XV,Base metals and articles of base metal
730830,6,"Iron or steel; structures and parts thereof, doors, windows and their frames and thresholds for doors",7308,73,XV,Base metals and articles of base metal
730840,6,"Iron or steel; structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping",7308,73,XV,Base metals and articles of base metal
730890,6,"Iron or steel; structures and parts thereof, n.e.c. in heading 7308",7308,73,XV,Base metals and articles of base metal
730900,6,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",7309,73,XV,Base metals and articles of base metal
731010,6,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), 50l or more capacity but not exceeding 300l",7310,73,XV,Base metals and articles of base metal
731021,6,"Cans; which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel",7310,73,XV,Base metals and articles of base metal
731029,6,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel",7310,73,XV,Base metals and articles of base metal
731100,6,"Containers for compressed or liquefied gas, of iron or steel",7311,73,XV,Base metals and articles of base metal
731210,6,"Iron or steel; stranded wire, ropes and cables, not electrically insulated",7312,73,XV,Base metals and articles of base metal
731290,6,"Iron or steel; plaited bands, slings and the like, not electrically insulated",7312,73,XV,Base metals and articles of base metal
731300,6,"Iron of steel; barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",7313,73,XV,Base metals and articles of base metal
731412,6,"Iron or steel; woven cloth, endless bands for machinery, of stainless steel",7314,73,XV,Base metals and articles of base metal
731414,6,"Iron or steel; woven cloth, of stainless steel, (other than endless bands for machinery)",7314,73,XV,Base metals and articles of base metal
731419,6,"Iron or steel; woven cloth, other than of stainless steel",7314,73,XV,Base metals and articles of base metal
731420,6,"Iron or steel wire; grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more",7314,73,XV,Base metals and articles of base metal
731431,6,"Iron or steel wire; grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, plated or coated with zinc",7314,73,XV,Base metals and articles of base metal
731439,6,"Iron or steel wire; grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",7314,73,XV,Base metals and articles of base metal
731441,6,"Iron or steel wire; grill, netting and fencing, plated or coated with zinc",7314,73,XV,Base metals and articles of base metal
731442,6,"Iron or steel wire; grill, netting and fencing, coated with plastic",7314,73,XV,Base metals and articles of base metal
731449,6,"Iron or steel wire; grill, netting and fencing, coated with materials other than zinc or plastic",7314,73,XV,Base metals and articles of base metal
731450,6,Iron or steel; expanded metal,7314,73,XV,Base metals and articles of base metal
731511,6,"Chain; articulated link, roller, of iron or steel",7315,73,XV,Base metals and articles of base metal
731512,6,"Chain; articulated link, (other than roller), of iron or steel",7315,73,XV,Base metals and articles of base metal
731519,6,"Chain; articulated link parts, of iron or steel",7315,73,XV,Base metals and articles of base metal
731520,6,"Chain; skid, articulated link chain and parts thereof, of iron or steel",7315,73,XV,Base metals and articles of base metal
731581,6,"Chain; stud-link chain, of iron or steel",7315,73,XV,Base metals and articles of base metal
731582,6,"Chain; welded link chain, of iron or steel",7315,73,XV,Base metals and articles of base metal
731589,6,"Chain; n.e.c. in heading no. 7315, of iron or steel",7315,73,XV,Base metals and articles of base metal
731590,6,"Chain; parts n.e.c. in heading no. 7315, of iron or steel",7315,73,XV,Base metals and articles of base metal
731600,6,"Iron or steel; anchors, grapnels and parts thereof",7316,73,XV,Base metals and articles of base metal
731700,6,"Iron or steel; nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",7317,73,XV,Base metals and articles of base metal
731811,6,Iron or steel; threaded coach screws,7318,73,XV,Base metals and articles of base metal
731812,6,Iron or steel; threaded wood screws other than coach screws,7318,73,XV,Base metals and articles of base metal
731813,6,Iron or steel; threaded screw hooks and screw rings,7318,73,XV,Base metals and articles of base metal
731814,6,Iron or steel; threaded self-tapping screws,7318,73,XV,Base metals and articles of base metal
731815,6,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7318,73,XV,Base metals and articles of base metal
731816,6,Iron or steel; threaded nuts,7318,73,XV,Base metals and articles of base metal
731819,6,"Iron or steel; threaded screws, bolts and nuts n.e.c. in item no. 7318.1",7318,73,XV,Base metals and articles of base metal
731821,6,Iron or steel; non-threaded spring washers and other lock washers,7318,73,XV,Base metals and articles of base metal
731822,6,"Iron or steel; non-threaded washers, excluding spring and lock",7318,73,XV,Base metals and articles of base metal
731823,6,Iron or steel; non-threaded rivets,7318,73,XV,Base metals and articles of base metal
731824,6,Iron or steel; non-threaded cotters and cotter-pins,7318,73,XV,Base metals and articles of base metal
731829,6,"Iron or steel; non-threaded articles, n.e.c. in item no. 7318.2",7318,73,XV,Base metals and articles of base metal
731940,6,Safety pins and other pins; of iron or steel,7319,73,XV,Base metals and articles of base metal
731990,6,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel",7319,73,XV,Base metals and articles of base metal
732010,6,Iron or steel; leaf-springs and leaves therefor,7320,73,XV,Base metals and articles of base metal
732020,6,Iron or steel; helical springs and leaves for springs,7320,73,XV,Base metals and articles of base metal
732090,6,Iron or steel; springs n.e.c. in heading no. 7320,7320,73,XV,Base metals and articles of base metal
732111,6,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",7321,73,XV,Base metals and articles of base metal
732112,6,"Cooking appliances and plate warmers; for liquid fuel, of iron or steel",7321,73,XV,Base metals and articles of base metal
732119,6,"Cooking appliances and plate warmers; for solid fuel and fuels other than gas or liquid, of iron or steel",7321,73,XV,Base metals and articles of base metal
732181,6,"Domestic appliances; non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",7321,73,XV,Base metals and articles of base metal
732182,6,"Domestic appliances; non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",7321,73,XV,Base metals and articles of base metal
732189,6,"Domestic appliances; non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel",7321,73,XV,Base metals and articles of base metal
732190,6,"Domestic appliances; non-electric, parts thereof, of iron or steel",7321,73,XV,Base metals and articles of base metal
732211,6,"Radiators and parts thereof; for central heating, (not electrically heated), of cast iron",7322,73,XV,Base metals and articles of base metal
732219,6,"Radiators and parts thereof; for central heating, (not electrically heated), of iron or steel other than cast iron",7322,73,XV,Base metals and articles of base metal
732290,6,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel",7322,73,XV,Base metals and articles of base metal
732310,6,"Iron or steel; wool, pot scourers and scouring or polishing pads, gloves and the like",7323,73,XV,Base metals and articles of base metal
732391,6,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",7323,73,XV,Base metals and articles of base metal
732392,6,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, enamelled",7323,73,XV,Base metals and articles of base metal
732393,6,"Steel, stainless; table, kitchen and other household articles and parts thereof",7323,73,XV,Base metals and articles of base metal
732394,6,"Iron (excluding cast) or steel; table, kitchen and other household articles and parts thereof, enamelled",7323,73,XV,Base metals and articles of base metal
732399,6,"Iron or steel; table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",7323,73,XV,Base metals and articles of base metal
732410,6,"Steel; sinks and wash basins, of stainless steel",7324,73,XV,Base metals and articles of base metal
732421,6,"Cast iron, baths, whether or not enamelled",7324,73,XV,Base metals and articles of base metal
732429,6,Iron (other than cast) or steel; baths,7324,73,XV,Base metals and articles of base metal
732490,6,"Iron or steel; sanitary ware and parts thereof, excluding sinks, wash basins and baths",7324,73,XV,Base metals and articles of base metal
732510,6,Iron; articles of non-malleable cast iron,7325,73,XV,Base metals and articles of base metal
732591,6,"Iron; grinding balls and similar articles for mills, other than of non-malleable cast iron",7325,73,XV,Base metals and articles of base metal
732599,6,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",7325,73,XV,Base metals and articles of base metal
732611,6,"Iron or steel; grinding balls and similar articles for mills, forged or stamped, but not further worked",7326,73,XV,Base metals and articles of base metal
732619,6,"Iron or steel; articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",7326,73,XV,Base metals and articles of base metal
732620,6,Iron or steel; wire articles,7326,73,XV,Base metals and articles of base metal
732690,6,Iron or steel; articles n.e.c. in heading 7326,7326,73,XV,Base metals and articles of base metal
740100,6,Copper mattes; cement copper (precipitated copper),7401,74,XV,Base metals and articles of base metal
740200,6,"Copper; unrefined, copper anodes for electrolytic refining",7402,74,XV,Base metals and articles of base metal
740311,6,"Copper; refined, unwrought, cathodes and sections of cathodes",7403,74,XV,Base metals and articles of base metal
740312,6,"Copper; refined, unwrought, wire-bars",7403,74,XV,Base metals and articles of base metal
740313,6,"Copper; refined, unwrought, billets",7403,74,XV,Base metals and articles of base metal
740319,6,"Copper; refined, unwrought, n.e.c. in item no. 7403.1",7403,74,XV,Base metals and articles of base metal
740321,6,Copper; copper-zinc base alloys (brass) unwrought,7403,74,XV,Base metals and articles of base metal
740322,6,Copper; copper-tin base alloys (bronze) unwrought,7403,74,XV,Base metals and articles of base metal
740329,6,Copper; copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405),7403,74,XV,Base metals and articles of base metal
740400,6,Copper; waste and scrap,7404,74,XV,Base metals and articles of base metal
740500,6,Copper; master alloys of copper,7405,74,XV,Base metals and articles of base metal
740610,6,Copper; powders of non-lamellar structure,7406,74,XV,Base metals and articles of base metal
740620,6,"Copper; powders of lamellar structure, flakes",7406,74,XV,Base metals and articles of base metal
740710,6,"Copper; bars, rods and profiles, of refined copper",7407,74,XV,Base metals and articles of base metal
740721,6,"Copper; bars, rods and profiles, of copper-zinc base alloys (brass)",7407,74,XV,Base metals and articles of base metal
740729,6,"Copper; bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)",7407,74,XV,Base metals and articles of base metal
740811,6,"Copper; wire, of refined copper, of which the maximum cross-sectional dimension exceeds 6mm",7408,74,XV,Base metals and articles of base metal
740819,6,"Copper; wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",7408,74,XV,Base metals and articles of base metal
740821,6,"Copper; wire, of copper-zinc base alloys (brass)",7408,74,XV,Base metals and articles of base metal
740822,6,"Copper; wire, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",7408,74,XV,Base metals and articles of base metal
740829,6,"Copper; wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",7408,74,XV,Base metals and articles of base metal
740911,6,"Copper; strip, of a thickness exceeding 0.15mm, of refined copper, in coils",7409,74,XV,Base metals and articles of base metal
740919,6,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils",7409,74,XV,Base metals and articles of base metal
